2,0,0,-0.272727273,-0.1,-0.5,-0.254545455,-0.681818182,-0.327272727,-0.854545455,-0.345454545,-0.309090909,-0.718181818,-0.472727273,-0.890909091,-0.636363636,-0.945454545,-0.754545455,-0.954545455,-0.190909091,-0.709090909,-0.390909091,-0.909090909,-0.581818182,-0.963636364,-0.745454545,-1,-0.072727273,-0.636363636,-0.290909091,-0.827272727,-0.490909091,-0.909090909,-0.654545455,-0.954545455,0,-0.5,-0.2,-0.609090909,-0.345454545,-0.681818182,-0.481818182,-0.754545455
2,0,0,-0.241071429,-0.098214286,-0.446428571,-0.25,-0.607142857,-0.339285714,-0.776785714,-0.383928571,-0.258928571,-0.651785714,-0.401785714,-0.830357143,-0.535714286,-0.883928571,-0.642857143,-0.883928571,-0.142857143,-0.660714286,-0.303571429,-0.875,-0.464285714,-0.955357143,-0.607142857,-1,-0.026785714,-0.598214286,-0.205357143,-0.803571429,-0.375,-0.892857143,-0.526785714,-0.9375,0.0625,-0.482142857,-0.107142857,-0.589285714,-0.241071429,-0.660714286,-0.357142857,-0.714285714
2,0,0,-0.234234234,-0.099099099,-0.432432432,-0.252252252,-0.603603604,-0.342342342,-0.765765766,-0.387387387,-0.261261261,-0.657657658,-0.378378378,-0.855855856,-0.504504505,-0.936936937,-0.621621622,-0.990990991,-0.135135135,-0.657657658,-0.288288288,-0.873873874,-0.441441441,-0.954954955,-0.594594595,-1,-0.027027027,-0.603603604,-0.18018018,-0.810810811,-0.351351351,-0.891891892,-0.513513514,-0.936936937,0.072072072,-0.486486486,-0.099099099,-0.594594595,-0.234234234,-0.657657658,-0.351351351,-0.711711712
2,0,0,-0.232142857,-0.098214286,-0.419642857,-0.258928571,-0.589285714,-0.339285714,-0.75,-0.392857143,-0.241071429,-0.651785714,-0.375,-0.848214286,-0.517857143,-0.919642857,-0.625,-0.955357143,-0.125,-0.651785714,-0.276785714,-0.875,-0.4375,-0.964285714,-0.589285714,-1,-0.008928571,-0.589285714,-0.178571429,-0.803571429,-0.357142857,-0.883928571,-0.508928571,-0.928571429,0.080357143,-0.473214286,-0.080357143,-0.580357143,-0.214285714,-0.651785714,-0.330357143,-0.705357143
2,0,0,-0.238938053,-0.10619469,-0.433628319,-0.256637168,-0.592920354,-0.336283186,-0.752212389,-0.389380531,-0.247787611,-0.646017699,-0.389380531,-0.831858407,-0.530973451,-0.89380531,-0.646017699,-0.89380531,-0.132743363,-0.654867257,-0.283185841,-0.876106195,-0.442477876,-0.96460177,-0.601769912,-1,-0.017699115,-0.592920354,-0.17699115,-0.805309735,-0.353982301,-0.884955752,-0.504424779,-0.92920354,0.061946903,-0.477876106,-0.097345133,-0.584070796,-0.230088496,-0.646017699,-0.345132743,-0.707964602
2,0,0,-0.245454545,-0.1,-0.445454545,-0.263636364,-0.618181818,-0.345454545,-0.781818182,-0.390909091,-0.263636364,-0.663636364,-0.427272727,-0.836363636,-0.536363636,-0.818181818,-0.609090909,-0.754545455,-0.145454545,-0.681818182,-0.318181818,-0.9,-0.481818182,-0.972727273,-0.618181818,-1,-0.027272727,-0.618181818,-0.209090909,-0.827272727,-0.381818182,-0.909090909,-0.536363636,-0.945454545,0.063636364,-0.5,-0.109090909,-0.6,-0.245454545,-0.654545455,-0.363636364,-0.709090909
2,0,0,-0.247706422,-0.100917431,-0.449541284,-0.256880734,-0.614678899,-0.339449541,-0.770642202,-0.385321101,-0.275229358,-0.660550459,-0.449541284,-0.834862385,-0.541284404,-0.743119266,-0.596330275,-0.614678899,-0.155963303,-0.678899083,-0.330275229,-0.917431193,-0.486238532,-0.981651376,-0.623853211,-1,-0.036697248,-0.623853211,-0.211009174,-0.853211009,-0.385321101,-0.926605505,-0.541284404,-0.963302752,0.055045872,-0.504587156,-0.110091743,-0.614678899,-0.23853211,-0.678899083,-0.357798165,-0.733944954
2,0,0,-0.243243243,-0.108108108,-0.441441441,-0.27027027,-0.603603604,-0.342342342,-0.765765766,-0.387387387,-0.261261261,-0.657657658,-0.414414414,-0.846846847,-0.540540541,-0.810810811,-0.621621622,-0.72972973,-0.144144144,-0.675675676,-0.306306306,-0.90990991,-0.477477477,-0.981981982,-0.621621622,-1,-0.027027027,-0.612612613,-0.198198198,-0.837837838,-0.378378378,-0.918918919,-0.531531532,-0.963963964,0.063063063,-0.495495495,-0.099099099,-0.612612613,-0.234234234,-0.684684685,-0.351351351,-0.738738739
2,0,0,-0.243243243,-0.099099099,-0.441441441,-0.261261261,-0.603603604,-0.351351351,-0.774774775,-0.396396396,-0.252252252,-0.666666667,-0.387387387,-0.864864865,-0.513513514,-0.945945946,-0.621621622,-0.981981982,-0.135135135,-0.675675676,-0.279279279,-0.891891892,-0.441441441,-0.972972973,-0.594594595,-1,-0.018018018,-0.612612613,-0.189189189,-0.81981982,-0.36036036,-0.900900901,-0.513513514,-0.945945946,0.063063063,-0.504504505,-0.108108108,-0.612612613,-0.252252252,-0.675675676,-0.369369369,-0.738738739
2,0,0,-0.245454545,-0.090909091,-0.445454545,-0.254545455,-0.6,-0.345454545,-0.763636364,-0.390909091,-0.263636364,-0.672727273,-0.390909091,-0.863636364,-0.518181818,-0.945454545,-0.627272727,-0.990909091,-0.136363636,-0.681818182,-0.281818182,-0.890909091,-0.445454545,-0.972727273,-0.590909091,-1,-0.018181818,-0.618181818,-0.181818182,-0.818181818,-0.354545455,-0.9,-0.509090909,-0.945454545,0.072727273,-0.5,-0.1,-0.609090909,-0.236363636,-0.672727273,-0.354545455,-0.727272727
